""	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"blastx"	"blastp"	"GOterms"	"kegg"
"PladumEVm043990"	-1.37685308332156	4.67311567254575	49.8217875329522	1.68363953864726e-12	2.94123409203982e-10	" . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . ."
"PladumEVm077181"	1.64826546967222	4.85707134009839	49.6817391885204	1.80821085679353e-12	3.1431382649507e-10	" AAC4_DICDI"	" AAC4_DICDI"	" GO:0016021"	" KEGG:ddi:DDB_G0267458"
"PladumEVm014080"	2.30902229878297	8.2415870900073	49.6297701271409	1.85674783662043e-12	3.21153032988522e-10	" CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_RAT CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_RAT CHIA_BOVIN CHIA_BOVIN CHIA_RAT CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_RAT CHIA_BOVIN CHIA_RAT CHIA_BOVIN CHIA_RAT CHIA_RAT CHIA_BOVIN CHIA_RAT CHIA_RAT CHIT1_HUMAN CHIA_BOVIN CHIA_RAT CHIT1_HUMAN CHIA_RAT CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_RAT CHIA_RAT CHIA_RAT CHIA_BOVIN CHIA_BOVIN CHIA_MOUSE CHIA_BOVIN CHIT1_HUMAN CHIA_MOUSE CHIA_RAT CHIT1_HUMAN CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN"	" CHIA_RAT CHIT1_MOUSE CHIA_RAT CHIA_RAT CHIA_RAT CHIA_MOUSE CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_RAT CHIA_RAT CHIA_RAT CHIA_RAT CHIT1_MOUSE CHIA_RAT CHIA_MOUSE CHIA_MOUSE CHIA_BOVIN CHIA_MOUSE CHIA_BOVIN CHIA_RAT CHIA_BOVIN CHIA_MOUSE CHIT1_MOUSE CHIA_RAT CHIA_RAT CHIA_BOVIN CHIA_MOUSE CHIA_RAT CHIT1_HUMAN CHIA_MOUSE CHIA_RAT CHIT1_HUMAN CHIA_RAT CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN CHIA_RAT CHIA_RAT CHIA_MOUSE CHIT1_HUMAN CHIA_BOVIN CHIT1_HUMAN CHIA_RAT CHIT1_HUMAN CHIA_MOUSE CHIA_RAT CHIT1_HUMAN CHIA_BOVIN CHIA_BOVIN CHIA_BOVIN"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005576 GO:0005737 GO:0005737 GO:0005576 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005576 GO:0005737 GO:0005737 GO:0005576 GO:0005737 GO:0005737 GO:0005737"	" KEGG:rno:113901 KEGG:mmu:71884 KEGG:rno:113901 KEGG:rno:113901 KEGG:rno:113901 KEGG:mmu:81600 KEGG:bta:282645 KEGG:bta:282645 KEGG:bta:282645 KEGG:bta:282645 KEGG:rno:113901 KEGG:rno:113901 KEGG:rno:113901 KEGG:rno:113901 KEGG:mmu:71884 KEGG:rno:113901 KEGG:mmu:81600 KEGG:mmu:81600 KEGG:bta:282645 KEGG:mmu:81600 KEGG:bta:282645 KEGG:rno:113901 KEGG:bta:282645 KEGG:mmu:81600 KEGG:mmu:71884 KEGG:rno:113901 KEGG:rno:113901 KEGG:bta:282645 KEGG:mmu:81600 KEGG:rno:113901 KEGG:hsa:1118 KEGG:mmu:81600 KEGG:rno:113901 KEGG:hsa:1118 KEGG:rno:113901 KEGG:bta:282645 KEGG:bta:282645 KEGG:bta:282645 KEGG:bta:282645 KEGG:rno:113901 KEGG:rno:113901 KEGG:mmu:81600 KEGG:hsa:1118 KEGG:bta:282645 KEGG:hsa:1118 KEGG:rno:113901 KEGG:hsa:1118 KEGG:mmu:81600 KEGG:rno:113901 KEGG:hsa:1118 KEGG:bta:282645 KEGG:bta:282645 KEGG:bta:282645"
"PladumEVm008993"	-1.36492773624047	3.09642335018244	49.5996020920892	1.8855194393205e-12	3.24522973844429e-10	" . MGMT_CRIGR MGMT_CRIGR MGMT_CRIGR MGMT_CRIGR . . . . . . . . . . ."	" . . . . . . . . . . . . . . . ."	" . GO:0005634 GO:0005634 GO:0005634 GO:0005634 . . . . . . . . . . ."	" . . . . . . . . . . . . . . . ."
"PladumEVm086987"	2.48607071371255	3.11514946452816	49.3282743180536	2.16519152922009e-12	3.70831504114807e-10	" GPX_PROCL GPX6_MOUSE GPX_PROCL GPX_PROCL"	" GPX_PROCL GPX6_MOUSE GPX_PROCL GPX_PROCL"	" GO:0004602 GO:0005576 GO:0004602 GO:0004602"	" . KEGG:mmu:75512 . ."
"PladumEVm065722"	1.5537294456275	3.55802892627388	49.2258223007714	2.28127827153045e-12	3.88807714775621e-10	" MGST1_HUMAN MGST1_HUMAN"	" . ."	" GO:0045177 GO:0045177"	" KEGG:hsa:4257 KEGG:hsa:4257"
"PladumEVm057733"	-2.57343595082623	2.00244099431184	49.0077911018723	2.54947819157734e-12	4.32408827842333e-10	" . . . . ."	" . . . . ."	" . . . . ."	" . . . . ."
"PladumEVm010362"	1.44012666674527	4.85116510876654	48.7058081817883	2.97384417851818e-12	5.01947544701675e-10	" S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_HUMAN S28A3_HUMAN"	" S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_EPTST S28A3_HUMAN S28A3_HUMAN"	" GO:0005887 GO:0005887 GO:0005887 GO:0005887 GO:0005887 GO:0005887 GO:0005887 GO:0005887 GO:0005887 GO:0005887 GO:0005887 GO:0005887 GO:0005887 GO:0031526 GO:0031526"	" . . . . . . . . . . . . . KEGG:hsa:64078 KEGG:hsa:64078"
"PladumEVm044049"	-1.50934421474523	1.6625546319196	48.0385847597174	4.17913614326449e-12	7.0199441206499e-10	" . . . . . . ."	" . . . . . . ."	" . . . . . . ."	" . . . . . . ."
"PladumEVm014633"	1.52797647753436	3.10751440551058	47.9614506645621	4.34682044870483e-12	7.2666774955645e-10	" UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT"	" UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT UD2C1_RABIT"	" GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789"	" . . . . . . . . . ."
"PladumEVm023167"	1.21335889036001	8.2977962279441	47.837157941468	4.63130735887891e-12	7.7053927529462e-10	" JUN_SERCA JUN_SERCA"	" JUN_SERCA JUN_SERCA"	" GO:0005634 GO:0005634"	" KEGG:scan:103815057 KEGG:scan:103815057"
"PladumEVm028668"	3.39133516377784	2.24517998205713	47.8042613702781	4.70967244874881e-12	7.79863723634287e-10	" MARC2_RAT MARC2_RAT MARC2_RAT MARC2_RAT MARC2_RAT MARC2_RAT MARC2_RAT MARC2_RAT MARC2_RAT"	" MARC2_RAT MARC2_RAT MARC2_RAT MARC2_RAT MARC2_RAT MARC2_RAT MARC2_RAT MARC2_RAT MARC2_RAT"	" GO:0005741 GO:0005741 GO:0005741 GO:0005741 GO:0005741 GO:0005741 GO:0005741 GO:0005741 GO:0005741"	" KEGG:rno:171451 KEGG:rno:171451 KEGG:rno:171451 KEGG:rno:171451 KEGG:rno:171451 KEGG:rno:171451 KEGG:rno:171451 KEGG:rno:171451 KEGG:rno:171451"
"PladumEVm010674"	1.23855317667049	3.44068367426581	47.7816293329148	4.76435490529486e-12	7.85197151113665e-10	" . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
"PladumEVm043994"	1.97799222028534	1.74916798934512	47.7388368429179	4.86949060381406e-12	7.98756489233143e-10	" PPIB_RAT PPIB_RAT PPIB_RAT PPIB_RAT PPIB_RAT PPIB_RAT PPIB_RAT PPIB_RAT PPIB_RAT"	" PPIB_RAT PPIB_RAT PPIB_RAT PPIB_RAT PPIB_RAT PPIB_RAT PPIB_RAT PPIB_RAT PPIB_RAT"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737"	" KEGG:rno:64367 KEGG:rno:64367 KEGG:rno:64367 KEGG:rno:64367 KEGG:rno:64367 KEGG:rno:64367 KEGG:rno:64367 KEGG:rno:64367 KEGG:rno:64367"
"PladumEVm038679"	4.71107483177658	1.8726322945231	47.6685671085305	5.04719508231656e-12	8.240371447713e-10	" RAB1A_LYMST RAB1A_LYMST RAB1A_LYMST RAB1A_LYMST RAB1_DIPOM RAB1A_LYMST RAB1A_LYMST RAB1A_LYMST RAB1_DIPOM"	" RAB1A_LYMST RAB1A_LYMST RAB1A_LYMST RAB1A_LYMST RAB1_DIPOM RAB1A_LYMST RAB1A_LYMST RAB1A_LYMST RAB1_DIPOM"	" GO:0005783 GO:0005783 GO:0005783 GO:0005783 GO:0005886 GO:0005783 GO:0005783 GO:0005783 GO:0005886"	" . . . . . . . . ."
"PladumEVm128809"	-2.43885683978964	2.13614937368464	47.6368428679591	5.12953470248209e-12	8.33585176604753e-10	" . ."	" . ."	" . ."	" . ."
"PladumEVm012078"	-1.54675444809726	3.64089434939273	47.4825563118193	5.54955802622447e-12	8.97666703140078e-10	" PLK1_XENTR PLK1_XENTR PLK1_XENTR PLK1_XENTR PLK1_XENTR PLK1_XENTR PLK1_XENTR PLK1_XENTR PLK1_XENTR PLK1_XENTR PLK1_XENTR PLK1_MOUSE PLK1_MOUSE PLK1_XENTR PLK1_XENTR"	" PLK1_XENTR PINX1_RAT PLK1_XENTR PINX1_RAT PLK1_XENTR PINX1_RAT PLK1_XENTR PLK1_XENTR PINX1_RAT PLK1_XENTR PINX1_RAT PLK1_MOUSE PINX1_RAT PINX1_MOUSE PLK1_XENTR"	" GO:0005813 GO:0005813 GO:0005813 GO:0005813 GO:0005813 GO:0005813 GO:0005813 GO:0005813 GO:0005813 GO:0005813 GO:0005813 GO:0034451 GO:0034451 GO:0005813 GO:0005813"	" KEGG:xtr:407937 KEGG:rno:305963 KEGG:xtr:407937 KEGG:rno:305963 KEGG:xtr:407937 KEGG:rno:305963 KEGG:xtr:407937 KEGG:xtr:407937 KEGG:rno:305963 KEGG:xtr:407937 KEGG:rno:305963 KEGG:mmu:18817 KEGG:rno:305963 KEGG:mmu:72400 KEGG:xtr:407937"
"PladumEVm071382"	-1.34365194485767	5.10792351364709	47.4280081799373	5.70615310334111e-12	9.18743240910761e-10	" . . . . . . ."	" EST1A_MOUSE . . . EST1A_MOUSE . ."	" . . . . . . ."	" KEGG:mmu:103677 . . . KEGG:mmu:103677 . ."
"PladumEVm039764"	-2.30624603279353	3.18215202571252	47.2457443085945	6.26217975776801e-12	1.00364357136081e-09	" GEMI_HUMAN GEMI_HUMAN GEMI_HUMAN GEMI_MOUSE GEMI_HUMAN"	" GEMI_MOUSE GEMI_MOUSE GEMI_MOUSE GEMI_MOUSE GEMI_MOUSE"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737"	" KEGG:mmu:57441 KEGG:mmu:57441 KEGG:mmu:57441 KEGG:mmu:57441 KEGG:mmu:57441"
"PladumEVm058924"	2.32779445949268	6.35359140171621	47.1972123992499	6.41916724443196e-12	1.02410632124753e-09	" FA10A_DANRE FA10A_DANRE FA10A_DANRE FABPL_RHASA FA10A_DANRE FA10A_DANRE"	" FA10A_DANRE FA10A_DANRE FA10A_DANRE FABPL_RHASA FA10A_DANRE FA10A_DANRE"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737"	" KEGG:dre:171481 KEGG:dre:171481 KEGG:dre:171481 . KEGG:dre:171481 KEGG:dre:171481"
"PladumEVm091150"	-2.21609902135398	3.31420049722842	47.0330156382559	6.98009226676475e-12	1.10853383503861e-09	" ."	" ."	" ."	" ."
"PladumEVm015232"	2.11757469249552	2.27716328307633	46.9251865555667	7.37488245344179e-12	1.16310093551942e-09	" CP341_MOUSE CP3AC_CANLF CP3A2_RAT CP3AB_MOUSE"	" CP3AB_MOUSE CP3AC_CANLF CP3AB_MOUSE CP3AB_MOUSE"	" GO:0005789 GO:0005789 GO:0005789 GO:0005789"	" KEGG:mmu:13112 KEGG:cfa:415129 KEGG:mmu:13112 KEGG:mmu:13112"
"PladumEVm037606"	1.31274878441699	3.72259785822313	46.9211034208848	7.39026324981569e-12	1.16310093551942e-09	" DERL1_HUMAN DERL1_PONAB DERL1_PONAB DERL1_PONAB"	" DERL1_HUMAN DERL1_HUMAN DERL1_HUMAN DERL1_HUMAN"	" GO:0036513 GO:0005789 GO:0005789 GO:0005789"	" KEGG:hsa:79139 KEGG:hsa:79139 KEGG:hsa:79139 KEGG:hsa:79139"
"PladumEVm043764"	2.79864267150975	1.0949892549179	46.7865008839845	7.91567840629794e-12	1.2402057750567e-09	" . . . . ."	" . . . . ."	" . . . . ."	" . . . . ."
"PladumEVm069367"	-1.35217000736672	6.69666700271291	46.7109930984638	8.22662250293012e-12	1.28316948049052e-09	" . . ."	" . . ."	" . . ."	" . . ."
"PladumEVm018760"	-2.52993917486011	0.863545931951183	46.5917669643928	8.74267985531809e-12	1.3576021842887e-09	" YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI"	" YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI YFBL_ECOLI PLRX4_ARATH"	" GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0016021"	" KEGG:ecj:JW2266 KEGG:ecj:JW2266 KEGG:ecj:JW2266 KEGG:ecj:JW2266 KEGG:ecj:JW2266 KEGG:ecj:JW2266 KEGG:ecj:JW2266 KEGG:ecj:JW2266 KEGG:ecj:JW2266 KEGG:ath:AT4G33970"
"PladumEVm065079"	2.66065839171356	3.15506312130265	46.4477407791668	9.40947836179998e-12	1.45468037381827e-09	" HSP68_DROME"	" HSP71_ANOAL"	" GO:0005737"	" KEGG:dme:Dmel_CG5436"
"PladumEVm005759"	1.37869687185344	3.57315221945432	46.3454001702067	9.91399714950256e-12	1.52592575509458e-09	" FBP1_STRPU FBP1_STRPU FBP1_STRPU FBP1_STRPU FBP1_STRPU FBP1_STRPU FBP1_STRPU FBP1_STRPU FBP1_STRPU FBP1_STRPU FBP1_STRPU FBP1_STRPU FBP1_STRPU"	" FBP1_STRPU CATR_DUNSA FBP1_STRPU CATR_CHLRE FBP1_STRPU FBP1_STRPU CATR_TETST FBP1_STRPU CATR_TETST CATR_DUNSA FBP1_STRPU FBP1_STRPU CATR_DUNSA"	" GO:0032579 GO:0032579 GO:0032579 GO:0032579 GO:0032579 GO:0032579 GO:0032579 GO:0032579 GO:0032579 GO:0032579 GO:0032579 GO:0032579 GO:0032579"	" KEGG:spu:373313 KEGG:spu:373313 KEGG:spu:373313 KEGG:cre:CHLREDRAFT_159554 KEGG:spu:373313 KEGG:spu:373313 KEGG:spu:373313 KEGG:spu:373313 KEGG:spu:373313 KEGG:spu:373313 KEGG:spu:373313 KEGG:spu:373313 KEGG:spu:373313"
"PladumEVm002400"	-1.65560534444674	3.27014222876333	46.2967457538358	1.01632619890878e-11	1.55743074840675e-09	" . . . . . . . . . . . . . . . . . . LAMA2_MOUSE LAMA2_MOUSE . ."	" . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . GO:0005604 GO:0005604 . ."	" . . . . . . . . . . . . . . . . . . KEGG:mmu:16773 KEGG:mmu:16773 . ."
"PladumEVm161877"	1.62359483877777	3.38780834968621	46.2777489813629	1.02622796944784e-11	1.56573707530734e-09	" . ."	" . ."	" . ."	" . ."
"PladumEVm024693"	1.29738330193263	5.3744968308619	46.261079877752	1.03499597749103e-11	1.57224888945909e-09	" HM13_HUMAN HM13_HUMAN HM13_HUMAN HM13_HUMAN HM13_HUMAN HM13_HUMAN HM13_HUMAN HM13_HUMAN HM13_HUMAN"	" HM13_HUMAN HM13_HUMAN HM13_HUMAN HM13_HUMAN HM13_HUMAN HM13_HUMAN HM13_HUMAN HM13_HUMAN HM13_HUMAN"	" GO:0009986 GO:0009986 GO:0009986 GO:0009986 GO:0009986 GO:0009986 GO:0009986 GO:0009986 GO:0009986"	" KEGG:hsa:81502 KEGG:hsa:81502 KEGG:hsa:81502 KEGG:hsa:81502 KEGG:hsa:81502 KEGG:hsa:81502 KEGG:hsa:81502 KEGG:hsa:81502 KEGG:hsa:81502"
"PladumEVm101984"	-1.31439547130999	4.81039986758732	46.2157434838074	1.05922421244717e-11	1.60208808479184e-09	" . . ."	" . . ."	" . . ."	" . . ."
"PladumEVm002101"	1.41465658854799	1.76985518825766	46.1362156932293	1.103103973066e-11	1.66126507392039e-09	" TTC17_MOUSE TTC17_MOUSE TTC17_MOUSE TTC17_MOUSE TTC17_MOUSE TTC17_DANRE TTC17_MOUSE TTC17_MOUSE TTC17_MOUSE TTC17_MOUSE TTC17_DANRE TTC17_MOUSE TTC17_MOUSE"	" TTC17_MOUSE TTC17_MOUSE TTC17_MOUSE TTC17_MOUSE TTC17_MOUSE TTC17_DANRE TTC17_MOUSE TTC17_MOUSE TTC17_MOUSE TTC17_DANRE TTC17_DANRE TTC17_MOUSE TTC17_MOUSE"	" GO:0015629 GO:0015629 GO:0015629 GO:0015629 GO:0015629 GO:0015629 GO:0015629 GO:0015629 GO:0015629 GO:0015629 GO:0015629 GO:0015629 GO:0015629"	" KEGG:mmu:74569 KEGG:mmu:74569 KEGG:mmu:74569 KEGG:mmu:74569 KEGG:mmu:74569 . KEGG:mmu:74569 KEGG:mmu:74569 KEGG:mmu:74569 KEGG:mmu:74569 . KEGG:mmu:74569 KEGG:mmu:74569"
"PladumEVm016353"	2.36521530612575	3.18395153169085	46.0753803947865	1.13789430659179e-11	1.70359800141196e-09	" ANR27_MOUSE . ANKHM_CAEBR RN5A_MOUSE ANR27_MOUSE ANR27_MOUSE ANR27_MOUSE RN5A_MOUSE"	" ANR27_MOUSE . ANKHM_CAEBR . ANR27_MOUSE ANR27_MOUSE ANR27_MOUSE RN5A_MOUSE"	" GO:0030659 . GO:0005737 GO:0005739 GO:0030659 GO:0030659 GO:0030659 GO:0005739"	" KEGG:mmu:245886 . . KEGG:mmu:24014 KEGG:mmu:245886 KEGG:mmu:245886 KEGG:mmu:245886 KEGG:mmu:24014"
"PladumEVm148088"	-2.16949766934819	1.49834615675289	46.0700997630919	1.14096548936832e-11	1.70359800141196e-09	" . ."	" . ."	" . ."	" . ."
"PladumEVm033233"	1.11965889394017	6.75854732741271	45.9849693491453	1.19163749263155e-11	1.77168605766186e-09	" HLF_HUMAN HLF_HUMAN HLF_HUMAN HLF_HUMAN . ."	" HLF_HUMAN HLF_HUMAN HLF_HUMAN HLF_HUMAN . ."	" GO:0000785 GO:0000785 GO:0000785 GO:0000785 . ."	" KEGG:hsa:3131 KEGG:hsa:3131 KEGG:hsa:3131 KEGG:hsa:3131 . ."
"PladumEVm005568"	-1.41431198511313	3.86036424766854	45.9120211327945	1.23684653259005e-11	1.83110936449847e-09	" KIF23_HUMAN KIF23_HUMAN KIF23_HUMAN KIF23_HUMAN KIF23_MOUSE KIF23_HUMAN KIF23_HUMAN KIF23_HUMAN KIF23_HUMAN"	" KIF23_HUMAN KIF23_HUMAN KIF23_MOUSE KIF23_HUMAN KIF23_MOUSE KIF23_HUMAN KIF23_HUMAN KIF23_HUMAN KIF23_HUMAN"	" GO:0097149 GO:0097149 GO:0097149 GO:0097149 GO:0097149 GO:0097149 GO:0097149 GO:0097149 GO:0097149"	" KEGG:hsa:9493 KEGG:hsa:9493 KEGG:mmu:71819 KEGG:hsa:9493 KEGG:mmu:71819 KEGG:hsa:9493 KEGG:hsa:9493 KEGG:hsa:9493 KEGG:hsa:9493"
"PladumEVm070927"	-1.74774837434147	1.82077822348702	45.8866833595908	1.25294781862965e-11	1.84711999304224e-09	" H3_EUPCR H3_EUPCR H3_EUPCR H3_EUPCR H3_GUITH H3_GUITH"	" H3_EUPCR H3_EUPCR H3_EUPCR H3_EUPCR . ."	" GO:0000786 GO:0000786 GO:0000786 GO:0000786 GO:0000786 GO:0000786"	" . . . . . ."
"PladumEVm054058"	-1.2671103207465	3.3600184606456	45.8752747039236	1.26026596019736e-11	1.85010220098049e-09	" CBX5_MOUSE CBX5_MOUSE CBX5_MOUSE CBX5_MOUSE CBX5_MOUSE CBX5_MOUSE"	" CBX5_HUMAN CBX5_HUMAN CBX5_HUMAN CBX5_HUMAN CBX5_HUMAN CBX5_HUMAN"	" GO:0010369 GO:0010369 GO:0010369 GO:0010369 GO:0010369 GO:0010369"	" KEGG:hsa:23468 KEGG:hsa:23468 KEGG:hsa:23468 KEGG:hsa:23468 KEGG:hsa:23468 KEGG:hsa:23468"
"PladumEVm024997"	1.659113138578	4.55861153316989	45.8649566545607	1.26692136063338e-11	1.85209060331254e-09	" PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON3_RABIT"	" PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON3_RABIT"	" GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0005615"	" KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100008754"
"PladumEVm124671"	-2.16798395287996	3.25176382588812	45.8239484694742	1.29372222389166e-11	1.88339003252295e-09	" . ."	" . ."	" . ."	" . ."
"PladumEVm001215"	-1.63392252439148	4.51687213506246	45.7062251972472	1.37385467575429e-11	1.99174724133523e-09	" CD109_HUMAN FUCL4_ANGJA PZP_MOUSE CD109_HUMAN CD109_HUMAN CD109_HUMAN CD109_HUMAN CD109_HUMAN CD109_HUMAN CD109_HUMAN CD109_HUMAN CD109_HUMAN CD109_HUMAN CD109_HUMAN CD109_HUMAN CD109_HUMAN PZP_MOUSE CD109_HUMAN FUCL3_ANGJA . CD109_MOUSE . . CD109_HUMAN CD109_HUMAN CO3_ONCMY"	" CD109_HUMAN CO3_LETCA PZP_MOUSE A1I3_RAT A1I3_RAT A1I3_RAT A1I3_RAT A1I3_RAT A1I3_RAT A1I3_RAT CD109_HUMAN CD109_HUMAN CD109_HUMAN A1M_RAT CD109_HUMAN PZP_HUMAN PZP_MOUSE CD109_HUMAN FUCL3_ANGJA CO3_LETCA CD109_MOUSE . . CD109_HUMAN CD109_HUMAN CO3_ONCMY"	" GO:0031225 GO:0005615 GO:0062023 GO:0031225 GO:0031225 GO:0031225 GO:0031225 GO:0031225 GO:0031225 GO:0031225 GO:0031225 GO:0031225 GO:0031225 GO:0031225 GO:0031225 GO:0031225 GO:0062023 GO:0031225 GO:0005615 . GO:0031225 . . GO:0031225 GO:0031225 GO:0005615"	" KEGG:hsa:135228 . . KEGG:hsa:135228 KEGG:hsa:135228 KEGG:hsa:135228 KEGG:hsa:135228 KEGG:hsa:135228 KEGG:hsa:135228 KEGG:hsa:135228 KEGG:hsa:135228 KEGG:hsa:135228 KEGG:hsa:135228 KEGG:rno:252922 KEGG:hsa:135228 KEGG:hsa:135228 . KEGG:hsa:135228 . . KEGG:mmu:235505 . . KEGG:hsa:135228 KEGG:hsa:135228 ."
"PladumEVm032052"	1.40811287939944	4.18013818102943	45.6849095192489	1.38888637066985e-11	2.0052190456543e-09	" MSMO1_PONAB MSMO1_PONAB MSMO1_PONAB MSMO1_PONAB MSMO1_PONAB"	" MSMO1_PONAB MSMO1_PONAB MSMO1_PONAB MSMO1_PONAB MSMO1_PONAB"	" GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789"	" KEGG:pon:100173838 KEGG:pon:100173838 KEGG:pon:100173838 KEGG:pon:100173838 KEGG:pon:100173838"
"PladumEVm142171"	3.13790120791024	1.55391768887978	45.5098868383106	1.51870290380174e-11	2.18361978419461e-09	" . ."	" . ."	" . ."	" . ."
"PladumEVm019313"	-1.68308011763732	1.40603819914466	45.4449402748067	1.56990567104581e-11	2.24798910822417e-09	" PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA LECA_PLEWA LECA_PLEWA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA"	" PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA . LECA_PLEWA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA PLC_HALLA"	" GO:0030246 GO:0030246 GO:0030246 GO:0030246 GO:0030246 GO:0030246 GO:0030246 GO:0030246 GO:0030246 GO:0005576 GO:0005576 GO:0030246 GO:0030246 GO:0030246 GO:0030246 GO:0030246"	" . . . . . . . . . . . . . . . ."
"PladumEVm142616"	-1.4317220073418	2.02830080387145	45.4062369627705	1.6012366354355e-11	2.28227997671304e-09	" . ."	" . ."	" . ."	" . ."
"PladumEVm028820"	1.6098980568186	2.66597225030054	45.3970826555543	1.60873825296822e-11	2.28227997671304e-09	" . . . . . . . . ."	" . . . . . . . . ."	" . . . . . . . . ."	" . . . . . . . . ."
"PladumEVm118551"	-1.58289035307237	6.67067674232429	45.3913551681199	1.6134495957186e-11	2.28227997671304e-09	" . ."	" . ."	" . ."	" . ."
"PladumEVm044191"	10.6272124675307	1.38770681117204	45.27682085016	1.71061757560512e-11	2.40260219972131e-09	" ."	" ."	" ."	" ."
