""	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"blastx"	"blastp"	"GOterms"	"kegg"
"PladumEVm009778"	3.02529320840967	8.1914588511842	92.1144909607552	8.18041590594953e-22	1.78634719586232e-19	" BIP_BOVIN BIP_BOVIN BIP_DROME BIP_BOVIN BIP_BOVIN BIP_BOVIN BIP_BOVIN BIP_BOVIN BIP_BOVIN BIP_BOVIN"	" BIP_BOVIN BIP_BOVIN BIP_DROME BIP_BOVIN . BIP_BOVIN . BIP_BOVIN BIP_BOVIN ."	" GO:0009986 GO:0009986 GO:0005737 GO:0009986 GO:0009986 GO:0009986 GO:0009986 GO:0009986 GO:0009986 GO:0009986"	" KEGG:bta:415113 KEGG:bta:415113 KEGG:dme:Dmel_CG4147 KEGG:bta:415113 KEGG:bta:415113 KEGG:bta:415113 KEGG:bta:415113 KEGG:bta:415113 KEGG:bta:415113 KEGG:bta:415113"
"PladumEVm095904"	-4.00661045281015	3.8647480935934	91.4317882591802	1.15505944984827e-21	2.50662249181669e-19	" . . . ."	" . . . ."	" . . . ."	" . . . ."
"PladumEVm022618"	-3.58951972269375	9.1241491116383	91.4035196976221	1.17167868755727e-21	2.52699269534342e-19	" . . . . . . . . . . . . . ."	" . . . . . . PP1R7_XENTR PP1R7_XENTR . . . . . ."	" . . . . . . . . . . . . . ."	" . . . . . . KEGG:xtr:448394 KEGG:xtr:448394 . . . . . ."
"PladumEVm020226"	4.61743064138245	4.57716072308991	90.8415245179898	1.55652315323083e-21	3.33640260433939e-19	" CP3AO_SHEEP CP3AR_ONCMY CP3AO_SHEEP CP3AR_ONCMY CP3AO_SHEEP CP3AO_SHEEP CP3AJ_CAPHE CP3AO_SHEEP"	" CP3AO_SHEEP CP6D1_MUSDO CP3AO_SHEEP CP3A7_HUMAN CP3AO_SHEEP CP3AO_SHEEP CP3AJ_CAPHE CP3AO_SHEEP"	" GO:0005789 GO:0005737 GO:0005789 GO:0005737 GO:0005789 GO:0005789 GO:0005789 GO:0005789"	" KEGG:oas:100170111 . KEGG:oas:100170111 KEGG:hsa:100861540 KEGG:oas:100170111 KEGG:oas:100170111 . KEGG:oas:100170111"
"PladumEVm021968"	9.19879289458478	0.0414197901468073	90.4967255007045	1.85283279850327e-21	3.94732470407961e-19	" SIMC1_MOUSE ."	" SIMC1_MOUSE ."	" GO:0005737 ."	" KEGG:mmu:319719 ."
"PladumEVm037562"	-6.61779022134472	2.45980262100055	90.4538039487992	1.89346543125697e-21	4.00944173955681e-19	" . . . . . . ."	" . . . . . . ."	" . . . . . . ."	" . . . . . . ."
"PladumEVm111875"	-2.90481263262934	3.58226831242449	89.3890749379001	3.24322663535382e-21	6.82621056702572e-19	" . . . ."	" . . . ."	" . . . ."	" . . . ."
"PladumEVm080176"	-7.40728088883325	2.52210395431768	89.2986727629355	3.39486834272733e-21	7.10259311536229e-19	" . . . . . . . ."	" . . . . . . . ."	" . . . . . . . ."	" . . . . . . . ."
"PladumEVm041409"	3.97194957826124	1.80310133704205	89.1793218334315	3.60598494603377e-21	7.49937547794488e-19	" EST2E_RAT"	" EST2E_RAT"	" GO:0005783"	" ."
"PladumEVm014897"	3.01313354162416	2.98745710517582	88.7665775606083	4.44258828503405e-21	9.14265872359223e-19	" EST2_RABIT EST2_RABIT EST2A_RAT EST2E_RAT EST2E_RAT EST2_RABIT EST2_RABIT"	" EST2_RABIT EST2E_MOUSE EST2E_RAT EST2E_RAT EST2E_RAT EST2E_MOUSE EST2_RABIT"	" GO:0005788 GO:0005788 GO:0005783 GO:0005783 GO:0005783 GO:0005788 GO:0005788"	" . KEGG:mmu:234673 KEGG:rno:246252 . . KEGG:mmu:234673 ."
"PladumEVm020736"	5.78442813640786	4.0189635480282	88.7639589538207	4.44847300440962e-21	9.14265872359223e-19	" . HSPB8_MACMU . . . . . . . . . HSPB8_MACMU . ."	" HSPB8_MACMU HSPB8_MACMU HSPB8_MACMU . . HSPB8_MACMU . . HSP6A_DROME . . HSPB8_MACMU . ."	" . GO:0101031 . . . . . . . . . GO:0101031 . ."	" KEGG:mcc:574341 KEGG:mcc:574341 KEGG:mcc:574341 . . KEGG:mcc:574341 . . KEGG:dme:Dmel_CG4167 . . KEGG:mcc:574341 . ."
"PladumEVm046400"	-2.85379771842022	7.15130239820622	88.6968839496105	4.60189552557362e-21	9.4026682905273e-19	" . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . ."
"PladumEVm013930"	-3.56478611647338	5.44376019026057	88.3414585441479	5.50769178307737e-21	1.11879792563337e-18	" BPI_HUMAN Y2070_ARATH LBP_BOVIN LBP_BOVIN Y2070_ARATH . LBP_BOVIN LBP_BOVIN LBP_HUMAN LBP_HUMAN LBP_BOVIN LBP_HUMAN LBP_HUMAN . LBP_BOVIN Y2070_ARATH LBP_BOVIN LBP_BOVIN LBP_BOVIN LBP_HUMAN LBP_HUMAN LBP_BOVIN LBP_HUMAN LBP_BOVIN LBP_HUMAN LBP_BOVIN . . LBP_HUMAN"	" BPI_HUMAN Y2070_ARATH LBP_BOVIN BPI_HUMAN Y2070_ARATH . LBP_BOVIN LBP_BOVIN LBP_HUMAN LBP_HUMAN LBP_BOVIN LBP_HUMAN LBP_HUMAN . LBP_BOVIN Y2070_ARATH LBP_BOVIN LBP_BOVIN LBP_BOVIN LBP_HUMAN LBP_HUMAN LBP_BOVIN LBP_HUMAN LBP_HUMAN LBP_HUMAN LBP_BOVIN . . LBP_HUMAN"	" GO:0035578 GO:0005615 GO:0005615 GO:0005615 GO:0005615 . GO:0005615 GO:0005615 GO:0009986 GO:0009986 GO:0005615 GO:0009986 GO:0009986 . GO:0005615 GO:0005615 GO:0005615 GO:0005615 GO:0005615 GO:0009986 GO:0009986 GO:0005615 GO:0009986 GO:0005615 GO:0009986 GO:0005615 . . GO:0009986"	" KEGG:hsa:671 KEGG:ath:AT3G20270 KEGG:bta:512242 KEGG:hsa:671 KEGG:ath:AT3G20270 . KEGG:bta:512242 KEGG:bta:512242 KEGG:hsa:3929 KEGG:hsa:3929 KEGG:bta:512242 KEGG:hsa:3929 KEGG:hsa:3929 . KEGG:bta:512242 KEGG:ath:AT3G20270 KEGG:bta:512242 KEGG:bta:512242 KEGG:bta:512242 KEGG:hsa:3929 KEGG:hsa:3929 KEGG:bta:512242 KEGG:hsa:3929 KEGG:hsa:3929 KEGG:hsa:3929 KEGG:bta:512242 . . KEGG:hsa:3929"
"PladumEVm044330"	6.14823326502605	4.58177390130654	88.0404465786246	6.41296372214176e-21	1.29515918779139e-18	" GST1_ASCSU GST_NOTSL GST5_CAEEL GST1_ASCSU GST5_CAEEL HPGDS_CHICK HPGDS_CHICK SCRY4_ENTDO"	" GST1_ASCSU GST_NOTSL GST5_CAEEL SCR11_NOTSL SCR11_NOTSL HPGDS_CHICK HPGDS_CHICK SCRY4_ENTDO"	" GO:0005903 GO:0005737 GO:0004364 GO:0005903 GO:0004364 GO:0005829 GO:0005829 GO:0005212"	" . . KEGG:cel:CELE_R03D7.6 . KEGG:cel:CELE_R03D7.6 KEGG:gga:395863 KEGG:gga:395863 ."
"PladumEVm031862"	5.68963100878403	1.43838552158221	86.9424756955364	1.11723939313293e-20	2.24340385957881e-18	" GLRK_LITBE GLRK_CHICK GRIA1_RAT GLRK_LITBE GLRK_LITBE GLRK_CHICK GLRK_LITBE GLRK_LITBE GLRK_LITBE GLRK_LITBE"	" GLRK_LITBE GLRK_CHICK GLR2_CAEEL GLRK_CHICK GLRK_CHICK GLRK_CHICK GLRK_LITBE GLRK_LITBE GLRK_LITBE GLRK_LITBE"	" GO:0016021 GO:0032983 GO:0032281 GO:0016021 GO:0016021 GO:0032983 GO:0016021 GO:0016021 GO:0016021 GO:0016021"	" . KEGG:gga:396300 KEGG:cel:CELE_B0280.12 KEGG:gga:396300 KEGG:gga:396300 KEGG:gga:396300 . . . ."
"PladumEVm043973"	-4.03102798450358	7.01830768980433	86.7266088773589	1.24608931046683e-20	2.48783510962289e-18	" DPGN_DIPMA DPGN_DIPMA DPGN_DIPMA DPGN_DIPMA"	" DPGN_DIPMA DPGN_DIPMA DPGN_DIPMA DPGN_DIPMA"	" GO:0005576 GO:0005576 GO:0005576 GO:0005576"	" . . . ."
"PladumEVm028164"	3.03345165248978	2.24032998822459	86.35364931474	1.50470606193532e-20	2.98709801692945e-18	" TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN"	" TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN TBCC_BOVIN"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737"	" KEGG:bta:515354 KEGG:bta:515354 KEGG:bta:515354 KEGG:bta:515354 KEGG:bta:515354 KEGG:bta:515354 KEGG:bta:515354 KEGG:bta:515354 KEGG:bta:515354"
"PladumEVm032533"	3.86114351505905	1.48814414003734	85.1607132401676	2.75073332280128e-20	5.42982325227988e-18	" RDH12_MOUSE RDH12_MOUSE RDH12_HUMAN"	" RDH12_MOUSE RDH12_MOUSE RDH12_HUMAN"	" GO:0001917 GO:0001917 GO:0005789"	" KEGG:mmu:77974 KEGG:mmu:77974 KEGG:hsa:145226"
"PladumEVm100167"	3.98826961996787	2.64723172830431	84.9874227760955	3.00269011939281e-20	5.89387584727334e-18	" BAP31_PONAB BAP31_MOUSE"	" BAP31_PONAB BAP31_MOUSE"	" GO:0005789 GO:0030136"	" KEGG:pon:100173079 KEGG:mmu:27061"
"PladumEVm019133"	3.38600470830025	6.73817480453108	83.0612992283211	7.95479318614853e-20	1.55269563760248e-17	" . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . CTR9_MOUSE . . . CTR9_MOUSE . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . KEGG:mmu:22083 . . . KEGG:mmu:22083 . . . . . . . . . . . . . . . . ."
"PladumEVm027632"	5.76707171067041	1.67978609876231	82.8227407219503	8.97514658754098e-20	1.74212581456719e-17	" PTGR1_CAVPO PTGR1_CAVPO PTGR1_CAVPO PTGR1_CAVPO PTGR1_CAVPO"	" PTGR1_CAVPO PTGR1_CAVPO PTGR1_CAVPO PTGR1_CAVPO PTGR1_CAVPO"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737"	" . . . . ."
"PladumEVm065722"	2.83597510576045	3.55802892627388	82.0923697481654	1.29873021120813e-19	2.50697982593374e-17	" MGST1_HUMAN MGST1_HUMAN"	" . ."	" GO:0045177 GO:0045177"	" KEGG:hsa:4257 KEGG:hsa:4257"
"PladumEVm044890"	2.73193081739739	3.14956976353488	81.8334519510388	1.48051355911237e-19	2.8421792990015e-17	" ASL1B_DANRE ASL1B_DANRE ASL1B_DANRE ASL1B_DANRE ASL1B_DANRE"	" ASCL1_MOUSE ASCL1_MOUSE ASCL1_MOUSE ASCL1_MOUSE ASCL1_MOUSE"	" GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634"	" KEGG:mmu:17172 KEGG:mmu:17172 KEGG:mmu:17172 KEGG:mmu:17172 KEGG:mmu:17172"
"PladumEVm092366"	-3.97810116121269	6.06899524057529	81.215299761138	2.02418789661978e-19	3.86465032349718e-17	" . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . ."
"PladumEVm036243"	-3.73833057151472	2.11236379115631	80.2451271995103	3.3072706262596e-19	6.28003958754805e-17	" ."	" ."	" ."	" ."
"PladumEVm031587"	2.19916335856292	5.58939504363849	80.1492914329073	3.47163130589386e-19	6.55650411873652e-17	" GPX7_MOUSE GPX7_MOUSE"	" GPX7_BOVIN GPX7_MOUSE"	" GO:0005783 GO:0005783"	" KEGG:bta:523311 KEGG:mmu:67305"
"PladumEVm020889"	-2.76275083056815	2.17910533006126	80.0324670826416	3.68307842084918e-19	6.91844499709943e-17	" . . ."	" . . ."	" . . ."	" . . ."
"PladumEVm002174"	-3.87466603727389	2.67306549995796	79.3242608327452	5.27084717816854e-19	9.84802831861127e-17	" SSPO_CHICK SSPO_CHICK SSPO_BOVIN HMCN1_HUMAN SSPO_CHICK . . SSPO_CHICK SSPO_CHICK SSPO_CHICK SSPO_CHICK . SSPO_CHICK SSPO_BOVIN SSPO_BOVIN HMCN1_HUMAN SSPO_CHICK"	" SSPO_BOVIN SSPO_BOVIN SSPO_BOVIN CADN_ACRMI SSPO_BOVIN . . SSPO_BOVIN SSPO_BOVIN SSPO_BOVIN SSPO_BOVIN . SSPO_BOVIN SSPO_BOVIN SSPO_BOVIN SSPO_CHICK SSPO_BOVIN"	" GO:0031012 GO:0031012 GO:0031012 GO:0005912 GO:0031012 . . GO:0031012 GO:0031012 GO:0031012 GO:0031012 . GO:0031012 GO:0031012 GO:0031012 GO:0005912 GO:0031012"	" KEGG:bta:282659 KEGG:bta:282659 KEGG:bta:282659 KEGG:hsa:83872 KEGG:bta:282659 . . KEGG:bta:282659 KEGG:bta:282659 KEGG:bta:282659 KEGG:bta:282659 . KEGG:bta:282659 KEGG:bta:282659 KEGG:bta:282659 KEGG:gga:420367 KEGG:bta:282659"
"PladumEVm014013"	2.02294507162983	4.63576973694413	79.2933630770009	5.35392613026649e-19	9.95004388645643e-17	" CR3L4_MACFA CO061_HUMAN CO061_HUMAN CO061_HUMAN CO061_HUMAN CR3L4_MACFA CO061_HUMAN CO061_HUMAN CO061_HUMAN CO061_HUMAN CO061_HUMAN CO061_HUMAN"	" CR3L3_HUMAN CO061_HUMAN CR3L3_HUMAN CO061_HUMAN CR3L3_HUMAN CR3L3_HUMAN CO061_HUMAN CR3L3_HUMAN CR3L3_HUMAN CO061_HUMAN CR3L3_HUMAN CO061_HUMAN"	" GO:0005789 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005789 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576"	" KEGG:hsa:84699 KEGG:hsa:145853 KEGG:hsa:84699 KEGG:hsa:145853 KEGG:hsa:84699 KEGG:hsa:84699 KEGG:hsa:145853 KEGG:hsa:84699 KEGG:hsa:84699 KEGG:hsa:145853 KEGG:hsa:84699 KEGG:hsa:145853"
"PladumEVm103457"	5.95191461051075	1.10676838064798	78.9227583142556	6.45864238514674e-19	1.1939603507653e-16	" ."	" ."	" ."	" ."
"PladumEVm020669"	-3.20562708352493	4.96550560311235	78.6379124277352	7.46038263857917e-19	1.37188583689115e-16	" CBPA2_RAT CBPO_BOVIN CBPA2_RAT CBPA2_RAT CBPA2_RAT CBPA2_RAT CBPA2_RAT CBPA2_RAT CBPA2_RAT CBPA2_RAT CBPO_BOVIN CBPA2_RAT CBPA2_RAT CBPA2_RAT CBPA2_RAT"	" CBPA2_MOUSE CBPO_BOVIN CBPA2_MOUSE CBPA2_MOUSE CBPA2_MOUSE CBPA2_MOUSE CBPA2_MOUSE CBPA2_MOUSE CBPA2_MOUSE CBPA2_MOUSE CBPO_BOVIN CBPA2_MOUSE CBPA2_MOUSE CBPA2_MOUSE CBPA2_MOUSE"	" GO:0005576 GO:0046658 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0046658 GO:0005576 GO:0005576 GO:0005576 GO:0005576"	" KEGG:mmu:232680 KEGG:bta:508767 KEGG:mmu:232680 KEGG:mmu:232680 KEGG:mmu:232680 KEGG:mmu:232680 KEGG:mmu:232680 KEGG:mmu:232680 KEGG:mmu:232680 KEGG:mmu:232680 KEGG:bta:508767 KEGG:mmu:232680 KEGG:mmu:232680 KEGG:mmu:232680 KEGG:mmu:232680"
"PladumEVm005482"	4.26846828683089	0.988225388585957	78.495399824385	8.01847471330729e-19	1.46679313093321e-16	" RGS3_HUMAN RGS3_HUMAN . RGS3_HUMAN RGS3_HUMAN RGS3_HUMAN RGS3_HUMAN RGS3_HUMAN"	" RGS3_HUMAN RGS3_HUMAN . RGS3_HUMAN RGS3_HUMAN RGS3_HUMAN RGS3_HUMAN RGS3_HUMAN"	" GO:0005829 GO:0005829 . GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829"	" KEGG:hsa:5998 KEGG:hsa:5998 . KEGG:hsa:5998 KEGG:hsa:5998 KEGG:hsa:5998 KEGG:hsa:5998 KEGG:hsa:5998"
"PladumEVm038627"	-5.26650385490789	5.38974470192611	78.3816736946264	8.49364991914454e-19	1.54562309648433e-16	" ."	" ."	" ."	" ."
"PladumEVm072696"	-5.46611867688328	1.93531753287962	77.5794405929081	1.27490279287889e-18	2.30797039794796e-16	" ."	" ."	" ."	" ."
"PladumEVm056556"	-10.3966839678337	0.994124272247942	77.5426582122899	1.29886718736433e-18	2.33923302367641e-16	" . ."	" RIC1_DANRE ."	" . ."	" . ."
"PladumEVm025552"	-4.20497926715501	0.732181164395842	77.0669676817164	1.65258312416116e-18	2.96100521923419e-16	" HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA"	" HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1A_XENLA HES1_RAT HES1A_XENLA"	" GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634"	" KEGG:xla:397813 KEGG:xla:397813 KEGG:xla:397813 KEGG:xla:397813 KEGG:xla:397813 KEGG:xla:397813 KEGG:xla:397813 KEGG:xla:397813 KEGG:xla:397813 KEGG:rno:29577 KEGG:xla:397813"
"PladumEVm028870"	2.50764585196605	2.39924055070949	76.175074513193	2.59597855549234e-18	4.62759667093607e-16	" . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . ."
"PladumEVm045536"	2.35482749479423	7.03115425999591	75.9307367275739	2.9379119049757e-18	5.21054335268761e-16	" HPGDS_CHICK GST6_CAEEL GST6_CAEEL GST5_CAEEL HPGDS_CHICK HPGDS_CHICK GST5_CAEEL HPGDS_CHICK HPGDS_CHICK HPGDS_CHICK HPGDS_CHICK GST8_CAEEL GST5_CAEEL GST_NOTSL GST5_CAEEL GST1_ASCSU GST5_CAEEL GST1_ONCVO GST1_ONCVO"	" SCR11_NOTSL GST6_CAEEL GST6_CAEEL SCR11_NOTSL HPGDS_CHICK HPGDS_CHICK HPGDS_CHICK SCR11_NOTSL HPGDS_CHICK HPGDS_CHICK HPGDS_CHICK GST_NOTSL SCR11_NOTSL GST_NOTSL SCR11_NOTSL SCRY4_ENTDO SCR11_NOTSL GST1_ONCVO GST1_ONCVO"	" GO:0005829 GO:0004364 GO:0004364 GO:0004364 GO:0005829 GO:0005829 GO:0004364 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0004364 GO:0004364 GO:0005737 GO:0004364 GO:0005903 GO:0004364 GO:0004364 GO:0004364"	" KEGG:gga:395863 KEGG:cel:CELE_F11G11.3 KEGG:cel:CELE_F11G11.3 KEGG:cel:CELE_R03D7.6 KEGG:gga:395863 KEGG:gga:395863 KEGG:gga:395863 KEGG:gga:395863 KEGG:gga:395863 KEGG:gga:395863 KEGG:gga:395863 KEGG:cel:CELE_F11G11.1 KEGG:cel:CELE_R03D7.6 . KEGG:cel:CELE_R03D7.6 . KEGG:cel:CELE_R03D7.6 . ."
"PladumEVm032147"	5.53982865809058	0.864541446405938	75.8001864476728	3.138714502321e-18	5.53856292912089e-16	" PLPP1_MOUSE PLPP3_BOVIN PLPP1_MOUSE PLPP3_HUMAN PLPP1_MOUSE PLPP3_RAT"	" PLPP1_MOUSE PLPP3_BOVIN PLPP1_MOUSE PLPP3_HUMAN PLPP1_MOUSE PLPP1_MOUSE"	" GO:0016324 GO:0016323 GO:0016324 GO:0005912 GO:0016324 GO:0016323"	" KEGG:mmu:19012 KEGG:bta:617707 KEGG:mmu:19012 KEGG:hsa:8613 KEGG:mmu:19012 KEGG:mmu:19012"
"PladumEVm069905"	-5.01901254829428	1.96197335388744	75.7410940229617	3.23406482077508e-18	5.67814023985229e-16	" . . . . ."	" . . . . ."	" . . . . ."	" . . . . ."
"PladumEVm016171"	3.47532915839441	2.78413454762194	75.5844637085071	3.50105484786545e-18	6.11616776647854e-16	" CP17A_CHICK CP17A_PANTR CP17A_CHICK CP17A_CHICK CP17A_CHICK CP17A_CHICK"	" CP17A_ICTPU CP17A_PANTR CP17A_ICTPU CP17A_CHICK CP17A_ICTPU CP17A_CHICK"	" GO:0016020 GO:0005789 GO:0016020 GO:0016020 GO:0016020 GO:0016020"	" KEGG:ipu:100313515 KEGG:ptr:450141 KEGG:ipu:100313515 KEGG:gga:425056 KEGG:ipu:100313515 KEGG:gga:425056"
"PladumEVm002131"	2.27975698404016	4.67700917180261	75.5651990495068	3.53538046889511e-18	6.14540588073266e-16	" MDR1_HUMAN MDR3_MOUSE MDR1B_MOUSE MDR1A_MOUSE MDR1_HUMAN MDR1A_MOUSE MDR3_MOUSE MDR1B_MOUSE MDR1B_MOUSE MDR1_HUMAN MDR1_HUMAN MDR1B_MOUSE MDR1B_MOUSE MDR1_HUMAN"	" MDR1_HUMAN MDR1_HUMAN MDR1B_MOUSE MDR1B_MOUSE MDR1_HUMAN MDR1B_MOUSE MDR1_HUMAN MDR1B_MOUSE MDR1B_MOUSE MDR1_HUMAN MDR1_HUMAN MDR1B_MOUSE MDR1B_MOUSE MDR1_HUMAN"	" GO:0016324 GO:0015629 GO:0016324 GO:0045177 GO:0016324 GO:0045177 GO:0015629 GO:0016324 GO:0016324 GO:0016324 GO:0016324 GO:0016324 GO:0016324 GO:0016324"	" KEGG:hsa:5243 KEGG:hsa:5243 KEGG:mmu:18669 KEGG:mmu:18669 KEGG:hsa:5243 KEGG:mmu:18669 KEGG:hsa:5243 KEGG:mmu:18669 KEGG:mmu:18669 KEGG:hsa:5243 KEGG:hsa:5243 KEGG:mmu:18669 KEGG:mmu:18669 KEGG:hsa:5243"
"PladumEVm024482"	2.84812273589395	3.16067695204977	75.1898366276986	4.27562357185877e-18	7.39534712758285e-16	" SARAF_XENTR SARAF_XENTR SARAF_XENTR SARAF_XENTR SARAF_XENTR"	" SARAF_XENLA SARAF_XENLA SARAF_XENLA SARAF_XENLA SARAF_XENLA"	" GO:0140268 GO:0140268 GO:0140268 GO:0140268 GO:0140268"	" KEGG:xla:779232 KEGG:xla:779232 KEGG:xla:779232 KEGG:xla:779232 KEGG:xla:779232"
"PladumEVm003998"	2.37550730624446	3.30509400248017	75.1229515925045	4.42294747778349e-18	7.61248088306785e-16	" VWA5A_RAT VMA5A_MOUSE VMA5A_MOUSE VMA5A_MOUSE VMA5A_MOUSE VMA5A_MOUSE VMA5A_MOUSE VWA5A_RAT VWA5A_RAT VWA5A_RAT SENP6_MOUSE VMA5A_MOUSE SENP6_MOUSE SENP6_MOUSE SENP6_HUMAN SENP6_HUMAN VWA5A_RAT VWA5A_RAT VWA5A_RAT VMA5A_HUMAN SENP6_MOUSE VWA5A_RAT VWA5A_RAT SENP6_MOUSE SENP6_HUMAN VMA5A_MOUSE VMA5A_MOUSE VMA5A_HUMAN"	" VWA5A_RAT VMA5A_MOUSE VMA5A_MOUSE VWA5A_RAT VMA5A_MOUSE VMA5A_MOUSE VMA5A_MOUSE VWA5A_RAT VWA5A_RAT VWA5A_RAT SENP6_HUMAN VMA5A_MOUSE SENP6_MOUSE SENP6_MOUSE SENP6_HUMAN SENP6_HUMAN VWA5A_RAT VWA5A_RAT VWA5A_RAT VMA5A_HUMAN SENP6_MOUSE VWA5A_RAT VWA5A_RAT SENP6_MOUSE SENP6_MOUSE VMA5A_MOUSE VMA5A_MOUSE VMA5A_HUMAN"	" . GO:0062023 GO:0062023 GO:0062023 GO:0062023 GO:0062023 GO:0062023 . . . GO:0005737 GO:0062023 GO:0005737 GO:0005737 GO:0005737 GO:0005737 . . . GO:0005654 GO:0005737 . . GO:0005737 GO:0005737 GO:0062023 GO:0062023 GO:0005654"	" KEGG:rno:301097 KEGG:mmu:67776 KEGG:mmu:67776 KEGG:rno:301097 KEGG:mmu:67776 KEGG:mmu:67776 KEGG:mmu:67776 KEGG:rno:301097 KEGG:rno:301097 KEGG:rno:301097 KEGG:hsa:26054 KEGG:mmu:67776 KEGG:mmu:215351 KEGG:mmu:215351 KEGG:hsa:26054 KEGG:hsa:26054 KEGG:rno:301097 KEGG:rno:301097 KEGG:rno:301097 KEGG:hsa:4013 KEGG:mmu:215351 KEGG:rno:301097 KEGG:rno:301097 KEGG:mmu:215351 KEGG:mmu:215351 KEGG:mmu:67776 KEGG:mmu:67776 KEGG:hsa:4013"
"PladumEVm063349"	-4.12303192002427	7.470562766617	74.8445881230064	5.09264693601187e-18	8.72215643614308e-16	" . . ."	" . . ."	" . . ."	" . . ."
"PladumEVm029645"	-8.09296757450883	-0.449291551761681	74.6260456954655	5.68877142151141e-18	9.6956090095701e-16	" SSR5_BOVIN SSR5_BOVIN DOPR2_DROME"	" SSR5_BOVIN SSR5_BOVIN ."	" GO:0005887 GO:0005887 GO:0016021"	" . . KEGG:dme:Dmel_CG18741"
"PladumEVm054322"	-3.24532168996571	1.91340294662043	74.5159579719193	6.01500825275822e-18	1.02018627836466e-15	" ."	" ."	" ."	" ."
"PladumEVm003651"	-2.27370675093621	6.07173824606116	74.4986270207217	6.06804556091033e-18	1.02420987368428e-15	" CSMD2_HUMAN SVEP1_RAT CSMD2_HUMAN CSMD2_HUMAN SCUB2_DANRE CSMD2_HUMAN CSMD2_HUMAN CSMD2_HUMAN CSMD2_HUMAN SVEP1_RAT SVEP1_RAT CSMD2_HUMAN CSMD2_HUMAN CSMD2_HUMAN CSMD2_HUMAN CSMD2_HUMAN STAB1_HUMAN"	" CSMD2_HUMAN SCUB1_MOUSE CSMD2_HUMAN CSMD2_HUMAN SCUB2_DANRE CSMD2_HUMAN CSMD2_HUMAN CSMD2_HUMAN CSMD2_HUMAN SCUB2_DANRE SVEP1_RAT CSMD2_HUMAN CSMD2_HUMAN CSMD2_HUMAN MNT3_CANAL CSMD2_HUMAN STAB1_HUMAN"	" GO:0016021 GO:0005737 GO:0016021 GO:0016021 GO:0009986 GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0005737 GO:0005737 GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0030666"	" KEGG:hsa:114784 KEGG:mmu:64706 KEGG:hsa:114784 KEGG:hsa:114784 KEGG:dre:503728 KEGG:hsa:114784 KEGG:hsa:114784 KEGG:hsa:114784 KEGG:hsa:114784 KEGG:dre:503728 . KEGG:hsa:114784 KEGG:hsa:114784 KEGG:hsa:114784 KEGG:cal:CAALFM_CR05290WA KEGG:hsa:114784 KEGG:hsa:23166"
"PladumEVm093037"	12.6462485384519	-0.698960446796964	74.3615456074755	6.50437430863885e-18	1.09257852869968e-15	" ."	" ."	" ."	" ."
